labnumber,session,c,100-c,pl1,incpl1,pl2,incpl2,pl3,incpl3,hl1,inchl1,hl2,inchl2,budgetnum,obscount,m,p1,p2,earn1,earn2,trustpay,whatthink1,circumstanc,age,heightft,heightin,weight,gender,num1,num2,num3,num4,num5,num6,work,hourswork,workwage,vote,english,year,major,gpa,study,allnighter,takesat,satmath,satverbal,satwriting,takeact,actmath,actenglish,actreading,actscience,medical,sexactive,partners,monagamous,smoke,exercise,maintainweight,iq1,iq2,iq3,creditcard,cardbalance,howpay,cardrate,bankaccount,accountbalance,balancerate,debitcard,spendweek,amountx20,amount20y,riskscale,patientscale,order,order1,order2,order3,session1,session2,session3,session4,session5,session6,discount1,discount2,discount3,avrgdiscount,low1,lowdiscount1,low2,lowdiscount2,low3,lowdiscount3,presentbias12,presentbias13,beta13,presentbias,alpha1high,alpha1low,alpha1mid,alpha2high,alpha2low,alpha2mid,k,k5,k10,k14,t,t0,t1,t5,choiceset,choiceset_p1_p2,weekrate,sdc,cons1,cons2,patient,impatient,interior,totinterior,r2,r1,mnumer,pratio,logpratio,cratio,logcratio
61,1,20,80,18,0,13.0,0,18,0,8.0,0,18.0,0,14,14,100,0.1,0.2,9.0,17.0,Yes,how much i want money now vs how much i want the maximum amount of money,,20.0,5.0,9.0,160.0,Male,15.0,150.0,100.0,9000.0,400000.0,242.0,No,,,Yes,Yes,Sophomore,Undeclared,3.13,I generally dont keep up on my classes and tend to cram for all my exams,A few times,Yes,760.0,710.0,690.0,No,,,,,Yes,Yes,1.0,No,No,Yes,Yes Im basically able to control my weight,5.0,5.0,47.0,No and I dont want one.,,,,Yes,1700.0,-1,Yes,10.0,18.0,24.0,2.0,6.0,1,1,0,0,1,0,0,0,0,0,0.9969942,0.99561393,0.9969942,0.9965341,16.01,0.9936625,10.01,0.9929621,16.01,0.9936625,0,0,1.0,0,0.03,-0.37,-0.17,0.08,-0.21,-0.065,98,0,0,1,0,1,0,0,3,3-0.1-0.2,0.007098003,32.18422,2.0,16.0,0,0,1,40,1,2.0,20,2.0,0.6931472,0.125,-2.0794415
61,1,40,60,18,0,13.0,0,18,0,8.0,0,18.0,0,27,27,100,0.16,0.2,9.0,17.0,Yes,how much i want money now vs how much i want the maximum amount of money,,20.0,5.0,9.0,160.0,Male,15.0,150.0,100.0,9000.0,400000.0,242.0,No,,,Yes,Yes,Sophomore,Undeclared,3.13,I generally dont keep up on my classes and tend to cram for all my exams,A few times,Yes,760.0,710.0,690.0,No,,,,,Yes,Yes,1.0,No,No,Yes,Yes Im basically able to control my weight,5.0,5.0,47.0,No and I dont want one.,,,,Yes,1700.0,-1,Yes,10.0,18.0,24.0,2.0,6.0,1,1,0,0,1,0,0,0,0,0,0.9969942,0.99561393,0.9969942,0.9965341,16.01,0.9936625,10.01,0.9929621,16.01,0.9936625,0,0,1.0,0,0.03,-0.37,-0.17,0.08,-0.21,-0.065,98,0,0,1,1,0,1,0,6,6-0.16-0.2,0.00227957,32.18422,6.3999996,12.0,0,0,1,40,1,1.25,20,1.25,0.22314355,0.5333333,-0.6286087
61,1,32,68,18,0,13.0,0,18,0,8.0,0,18.0,0,24,24,100,0.16,0.2,9.0,17.0,Yes,how much i want money now vs how much i want the maximum amount of money,,20.0,5.0,9.0,160.0,Male,15.0,150.0,100.0,9000.0,400000.0,242.0,No,,,Yes,Yes,Sophomore,Undeclared,3.13,I generally dont keep up on my classes and tend to cram for all my exams,A few times,Yes,760.0,710.0,690.0,No,,,,,Yes,Yes,1.0,No,No,Yes,Yes Im basically able to control my weight,5.0,5.0,47.0,No and I dont want one.,,,,Yes,1700.0,-1,Yes,10.0,18.0,24.0,2.0,6.0,1,1,0,0,1,0,0,0,0,0,0.9969942,0.99561393,0.9969942,0.9965341,16.01,0.9936625,10.01,0.9929621,16.01,0.9936625,0,0,1.0,0,0.03,-0.37,-0.17,0.08,-0.21,-0.065,70,0,1,0,1,0,1,0,5,5-0.16-0.2,0.003192852,32.18422,5.12,13.6,0,0,1,40,1,1.25,20,1.25,0.22314355,0.37647057,-0.9769154
61,1,15,85,18,0,13.0,0,18,0,8.0,0,18.0,0,4,4,100,0.14,0.2,9.0,17.0,Yes,how much i want money now vs how much i want the maximum amount of money,,20.0,5.0,9.0,160.0,Male,15.0,150.0,100.0,9000.0,400000.0,242.0,No,,,Yes,Yes,Sophomore,Undeclared,3.13,I generally dont keep up on my classes and tend to cram for all my exams,A few times,Yes,760.0,710.0,690.0,No,,,,,Yes,Yes,1.0,No,No,Yes,Yes Im basically able to control my weight,5.0,5.0,47.0,No and I dont want one.,,,,Yes,1700.0,-1,Yes,10.0,18.0,24.0,2.0,6.0,1,1,0,0,1,0,0,0,0,0,0.9969942,0.99561393,0.9969942,0.9965341,16.01,0.9936625,10.01,0.9929621,16.01,0.9936625,0,0,1.0,0,0.03,-0.37,-0.17,0.08,-0.21,-0.065,35,1,0,0,0,1,0,0,1,1-0.14-0.2,0.010242815,32.18422,2.1,17.0,0,0,1,40,1,1.4285715,20,1.4285715,0.35667497,0.123529404,-2.0912762
61,1,50,50,18,0,13.0,0,18,0,8.0,0,18.0,0,39,39,100,0.14,0.2,9.0,17.0,Yes,how much i want money now vs how much i want the maximum amount of money,,20.0,5.0,9.0,160.0,Male,15.0,150.0,100.0,9000.0,400000.0,242.0,No,,,Yes,Yes,Sophomore,Undeclared,3.13,I generally dont keep up on my classes and tend to cram for all my exams,A few times,Yes,760.0,710.0,690.0,No,,,,,Yes,Yes,1.0,No,No,Yes,Yes Im basically able to control my weight,5.0,5.0,47.0,No and I dont want one.,,,,Yes,1700.0,-1,Yes,10.0,18.0,24.0,2.0,6.0,1,1,0,0,1,0,0,0,0,0,0.9969942,0.99561393,0.9969942,0.9965341,16.01,0.9936625,10.01,0.9929621,16.01,0.9936625,0,0,1.0,0,0.03,-0.37,-0.17,0.08,-0.21,-0.065,70,0,1,0,5,0,0,1,8,8-0.14-0.2,0.00510836,32.18422,7.0,10.0,0,0,1,40,1,1.4285715,20,1.4285715,0.35667497,0.7,-0.35667497
61,1,40,60,18,0,13.0,0,18,0,8.0,0,18.0,0,15,15,100,0.2,0.25,9.0,17.0,Yes,how much i want money now vs how much i want the maximum amount of money,,20.0,5.0,9.0,160.0,Male,15.0,150.0,100.0,9000.0,400000.0,242.0,No,,,Yes,Yes,Sophomore,Undeclared,3.13,I generally dont keep up on my classes and tend to cram for all my exams,A few times,Yes,760.0,710.0,690.0,No,,,,,Yes,Yes,1.0,No,No,Yes,Yes Im basically able to control my weight,5.0,5.0,47.0,No and I dont want one.,,,,Yes,1700.0,-1,Yes,10.0,18.0,24.0,2.0,6.0,1,1,0,0,1,0,0,0,0,0,0.9969942,0.99561393,0.9969942,0.9965341,16.01,0.9936625,10.01,0.9929621,16.01,0.9936625,0,0,1.0,0,0.03,-0.37,-0.17,0.08,-0.21,-0.065,98,0,0,1,0,1,0,0,3,3-0.2-0.25,0.002279569,32.18422,8.0,15.0,0,0,1,40,1,1.25,25,1.25,0.22314355,0.53333336,-0.6286086
61,1,40,60,18,0,13.0,0,18,0,8.0,0,18.0,0,18,18,100,0.16,0.2,9.0,17.0,Yes,how much i want money now vs how much i want the maximum amount of money,,20.0,5.0,9.0,160.0,Male,15.0,150.0,100.0,9000.0,400000.0,242.0,No,,,Yes,Yes,Sophomore,Undeclared,3.13,I generally dont keep up on my classes and tend to cram for all my exams,A few times,Yes,760.0,710.0,690.0,No,,,,,Yes,Yes,1.0,No,No,Yes,Yes Im basically able to control my weight,5.0,5.0,47.0,No and I dont want one.,,,,Yes,1700.0,-1,Yes,10.0,18.0,24.0,2.0,6.0,1,1,0,0,1,0,0,0,0,0,0.9969942,0.99561393,0.9969942,0.9965341,16.01,0.9936625,10.01,0.9929621,16.01,0.9936625,0,0,1.0,0,0.03,-0.37,-0.17,0.08,-0.21,-0.065,35,1,0,0,1,0,1,0,4,4-0.16-0.2,0.006395898,32.18422,6.3999996,12.0,0,0,1,40,1,1.25,20,1.25,0.22314355,0.5333333,-0.6286087
61,1,90,10,18,0,13.0,0,18,0,8.0,0,18.0,0,7,7,100,0.18,0.2,9.0,17.0,Yes,how much i want money now vs how much i want the maximum amount of money,,20.0,5.0,9.0,160.0,Male,15.0,150.0,100.0,9000.0,400000.0,242.0,No,,,Yes,Yes,Sophomore,Undeclared,3.13,I generally dont keep up on my classes and tend to cram for all my exams,A few times,Yes,760.0,710.0,690.0,No,,,,,Yes,Yes,1.0,No,No,Yes,Yes Im basically able to control my weight,5.0,5.0,47.0,No and I dont want one.,,,,Yes,1700.0,-1,Yes,10.0,18.0,24.0,2.0,6.0,1,1,0,0,1,0,0,0,0,0,0.9969942,0.99561393,0.9969942,0.9965341,16.01,0.9936625,10.01,0.9929621,16.01,0.9936625,0,0,1.0,0,0.03,-0.37,-0.17,0.08,-0.21,-0.065,70,0,1,0,0,1,0,0,2,2-0.18-0.2,0.001506283,32.18422,16.2,2.0,0,0,1,40,1,1.111111,20,1.111111,0.105360456,8.1,2.091864
61,1,30,70,18,0,13.0,0,18,0,8.0,0,18.0,0,19,19,100,0.14,0.2,9.0,17.0,Yes,how much i want money now vs how much i want the maximum amount of money,,20.0,5.0,9.0,160.0,Male,15.0,150.0,100.0,9000.0,400000.0,242.0,No,,,Yes,Yes,Sophomore,Undeclared,3.13,I generally dont keep up on my classes and tend to cram for all my exams,A few times,Yes,760.0,710.0,690.0,No,,,,,Yes,Yes,1.0,No,No,Yes,Yes Im basically able to control my weight,5.0,5.0,47.0,No and I dont want one.,,,,Yes,1700.0,-1,Yes,10.0,18.0,24.0,2.0,6.0,1,1,0,0,1,0,0,0,0,0,0.9969942,0.99561393,0.9969942,0.9965341,16.01,0.9936625,10.01,0.9929621,16.01,0.9936625,0,0,1.0,0,0.03,-0.37,-0.17,0.08,-0.21,-0.065,35,1,0,0,1,0,1,0,4,4-0.14-0.2,0.010242815,32.18422,4.2,14.0,0,0,1,40,1,1.4285715,20,1.4285715,0.35667497,0.29999998,-1.2039728
65,1,4,96,20,0,19.0,0,19,0,5.0,0,15.0,0,7,7,100,0.18,0.2,9.0,17.0,Yes,I feel that saving is the best way to go if could make more later,,20.0,5.0,6.0,125.0,Female,15.0,150.0,100.0,9000.0,400000.0,242.0,No,,,No,No,Sophomore,Chemistry,3.4,I study every day and keep up on classes,,Yes,,,,No,,,,,No,No,,No,No,Yes,Yes Im basically able to control my weight,10.0,100.0,24.0,No and I dont want one.,,,,No,,,,10.0,20.0,20.0,4.0,5.0,1,1,0,0,1,0,0,0,0,0,1.0,0.99947673,0.9985356,0.99933743,19.01,0.99855053,18.01,0.9989311,18.01,0.99701005,0,-1,1.0526308,0,0.85,0.59,0.72,0.66,0.48,0.57,70,0,1,0,0,1,0,0,2,2-0.18-0.2,0.001506283,7.272062,0.72,19.2,0,0,1,31,1,1.111111,20,1.111111,0.105360456,0.0375,-3.2834144
65,1,4,96,20,0,19.0,0,19,0,5.0,0,15.0,0,12,12,100,0.16,0.2,9.0,17.0,Yes,I feel that saving is the best way to go if could make more later,,20.0,5.0,6.0,125.0,Female,15.0,150.0,100.0,9000.0,400000.0,242.0,No,,,No,No,Sophomore,Chemistry,3.4,I study every day and keep up on classes,,Yes,,,,No,,,,,No,No,,No,No,Yes,Yes Im basically able to control my weight,10.0,100.0,24.0,No and I dont want one.,,,,No,,,,10.0,20.0,20.0,4.0,5.0,1,1,0,0,1,0,0,0,0,0,1.0,0.99947673,0.9985356,0.99933743,19.01,0.99855053,18.01,0.9989311,18.01,0.99701005,0,-1,1.0526308,0,0.85,0.59,0.72,0.66,0.48,0.57,98,0,0,1,0,1,0,0,3,3-0.16-0.2,0.00227957,7.272062,0.64,19.2,0,0,1,31,1,1.25,20,1.25,0.22314355,0.03333333,-3.4011974
65,1,0,100,20,0,19.0,0,19,0,5.0,0,15.0,0,20,20,100,0.2,0.25,9.0,17.0,Yes,I feel that saving is the best way to go if could make more later,,20.0,5.0,6.0,125.0,Female,15.0,150.0,100.0,9000.0,400000.0,242.0,No,,,No,No,Sophomore,Chemistry,3.4,I study every day and keep up on classes,,Yes,,,,No,,,,,No,No,,No,No,Yes,Yes Im basically able to control my weight,10.0,100.0,24.0,No and I dont want one.,,,,No,,,,10.0,20.0,20.0,4.0,5.0,1,1,0,0,1,0,0,0,0,0,1.0,0.99947673,0.9985356,0.99933743,19.01,0.99855053,18.01,0.9989311,18.01,0.99701005,0,-1,1.0526308,0,0.85,0.59,0.72,0.66,0.48,0.57,35,1,0,0,1,0,1,0,4,4-0.2-0.25,0.006395896,7.272062,0.0,25.0,1,0,0,31,1,1.25,25,1.25,0.22314355,0.0,
65,1,2,98,20,0,19.0,0,19,0,5.0,0,15.0,0,32,32,100,0.18,0.2,9.0,17.0,Yes,I feel that saving is the best way to go if could make more later,,20.0,5.0,6.0,125.0,Female,15.0,150.0,100.0,9000.0,400000.0,242.0,No,,,No,No,Sophomore,Chemistry,3.4,I study every day and keep up on classes,,Yes,,,,No,,,,,No,No,,No,No,Yes,Yes Im basically able to control my weight,10.0,100.0,24.0,No and I dont want one.,,,,No,,,,10.0,20.0,20.0,4.0,5.0,1,1,0,0,1,0,0,0,0,0,1.0,0.99947673,0.9985356,0.99933743,19.01,0.99855053,18.01,0.9989311,18.01,0.99701005,0,-1,1.0526308,0,0.85,0.59,0.72,0.66,0.48,0.57,35,1,0,0,5,0,0,1,7,7-0.18-0.2,0.003014835,7.272062,0.36,19.6,0,0,1,31,1,1.111111,20,1.111111,0.105360456,0.018367348,-3.9971807
65,1,7,93,20,0,19.0,0,19,0,5.0,0,15.0,0,17,17,100,0.18,0.2,9.0,17.0,Yes,I feel that saving is the best way to go if could make more later,,20.0,5.0,6.0,125.0,Female,15.0,150.0,100.0,9000.0,400000.0,242.0,No,,,No,No,Sophomore,Chemistry,3.4,I study every day and keep up on classes,,Yes,,,,No,,,,,No,No,,No,No,Yes,Yes Im basically able to control my weight,10.0,100.0,24.0,No and I dont want one.,,,,No,,,,10.0,20.0,20.0,4.0,5.0,1,1,0,0,1,0,0,0,0,0,1.0,0.99947673,0.9985356,0.99933743,19.01,0.99855053,18.01,0.9989311,18.01,0.99701005,0,-1,1.0526308,0,0.85,0.59,0.72,0.66,0.48,0.57,35,1,0,0,1,0,1,0,4,4-0.18-0.2,0.003014835,7.272062,1.26,18.6,0,0,1,31,1,1.111111,20,1.111111,0.105360456,0.06774193,-2.69205
65,1,10,90,20,0,19.0,0,19,0,5.0,0,15.0,0,31,31,100,0.19,0.2,9.0,17.0,Yes,I feel that saving is the best way to go if could make more later,,20.0,5.0,6.0,125.0,Female,15.0,150.0,100.0,9000.0,400000.0,242.0,No,,,No,No,Sophomore,Chemistry,3.4,I study every day and keep up on classes,,Yes,,,,No,,,,,No,No,,No,No,Yes,Yes Im basically able to control my weight,10.0,100.0,24.0,No and I dont want one.,,,,No,,,,10.0,20.0,20.0,4.0,5.0,1,1,0,0,1,0,0,0,0,0,1.0,0.99947673,0.9985356,0.99933743,19.01,0.99855053,18.01,0.9989311,18.01,0.99701005,0,-1,1.0526308,0,0.85,0.59,0.72,0.66,0.48,0.57,35,1,0,0,5,0,0,1,7,7-0.19-0.2,0.001466598,7.272062,1.9,18.0,0,0,1,31,1,1.0526316,20,1.0526316,0.05129333,0.10555556,-2.2485178
65,1,2,98,20,0,19.0,0,19,0,5.0,0,15.0,0,4,4,100,0.14,0.2,9.0,17.0,Yes,I feel that saving is the best way to go if could make more later,,20.0,5.0,6.0,125.0,Female,15.0,150.0,100.0,9000.0,400000.0,242.0,No,,,No,No,Sophomore,Chemistry,3.4,I study every day and keep up on classes,,Yes,,,,No,,,,,No,No,,No,No,Yes,Yes Im basically able to control my weight,10.0,100.0,24.0,No and I dont want one.,,,,No,,,,10.0,20.0,20.0,4.0,5.0,1,1,0,0,1,0,0,0,0,0,1.0,0.99947673,0.9985356,0.99933743,19.01,0.99855053,18.01,0.9989311,18.01,0.99701005,0,-1,1.0526308,0,0.85,0.59,0.72,0.66,0.48,0.57,35,1,0,0,0,1,0,0,1,1-0.14-0.2,0.010242815,7.272062,0.28,19.6,0,0,1,31,1,1.4285715,20,1.4285715,0.35667497,0.014285714,-4.248495
65,1,0,100,20,0,19.0,0,19,0,5.0,0,15.0,0,26,26,100,0.19,0.2,9.0,17.0,Yes,I feel that saving is the best way to go if could make more later,,20.0,5.0,6.0,125.0,Female,15.0,150.0,100.0,9000.0,400000.0,242.0,No,,,No,No,Sophomore,Chemistry,3.4,I study every day and keep up on classes,,Yes,,,,No,,,,,No,No,,No,No,Yes,Yes Im basically able to control my weight,10.0,100.0,24.0,No and I dont want one.,,,,No,,,,10.0,20.0,20.0,4.0,5.0,1,1,0,0,1,0,0,0,0,0,1.0,0.99947673,0.9985356,0.99933743,19.01,0.99855053,18.01,0.9989311,18.01,0.99701005,0,-1,1.0526308,0,0.85,0.59,0.72,0.66,0.48,0.57,98,0,0,1,1,0,1,0,6,6-0.19-0.2,0.000523538,7.272062,0.0,20.0,1,0,0,31,1,1.0526316,20,1.0526316,0.05129333,0.0,
65,1,5,95,20,0,19.0,0,19,0,5.0,0,15.0,0,36,36,100,0.19,0.2,9.0,17.0,Yes,I feel that saving is the best way to go if could make more later,,20.0,5.0,6.0,125.0,Female,15.0,150.0,100.0,9000.0,400000.0,242.0,No,,,No,No,Sophomore,Chemistry,3.4,I study every day and keep up on classes,,Yes,,,,No,,,,,No,No,,No,No,Yes,Yes Im basically able to control my weight,10.0,100.0,24.0,No and I dont want one.,,,,No,,,,10.0,20.0,20.0,4.0,5.0,1,1,0,0,1,0,0,0,0,0,1.0,0.99947673,0.9985356,0.99933743,19.01,0.99855053,18.01,0.9989311,18.01,0.99701005,0,-1,1.0526308,0,0.85,0.59,0.72,0.66,0.48,0.57,70,0,1,0,5,0,0,1,8,8-0.19-0.2,0.00073303,7.272062,0.95,19.0,0,0,1,31,1,1.0526316,20,1.0526316,0.05129333,0.05,-2.9957323
65,1,1,99,20,0,19.0,0,19,0,5.0,0,15.0,0,34,34,100,0.14,0.2,9.0,17.0,Yes,I feel that saving is the best way to go if could make more later,,20.0,5.0,6.0,125.0,Female,15.0,150.0,100.0,9000.0,400000.0,242.0,No,,,No,No,Sophomore,Chemistry,3.4,I study every day and keep up on classes,,Yes,,,,No,,,,,No,No,,No,No,Yes,Yes Im basically able to control my weight,10.0,100.0,24.0,No and I dont want one.,,,,No,,,,10.0,20.0,20.0,4.0,5.0,1,1,0,0,1,0,0,0,0,0,1.0,0.99947673,0.9985356,0.99933743,19.01,0.99855053,18.01,0.9989311,18.01,0.99701005,0,-1,1.0526308,0,0.85,0.59,0.72,0.66,0.48,0.57,35,1,0,0,5,0,0,1,7,7-0.14-0.2,0.010242815,7.272062,0.14,19.800001,0,0,1,31,1,1.4285715,20,1.4285715,0.35667497,0.007070707,-4.9517946
65,1,3,97,20,0,19.0,0,19,0,5.0,0,15.0,0,37,37,100,0.18,0.2,9.0,17.0,Yes,I feel that saving is the best way to go if could make more later,,20.0,5.0,6.0,125.0,Female,15.0,150.0,100.0,9000.0,400000.0,242.0,No,,,No,No,Sophomore,Chemistry,3.4,I study every day and keep up on classes,,Yes,,,,No,,,,,No,No,,No,No,Yes,Yes Im basically able to control my weight,10.0,100.0,24.0,No and I dont want one.,,,,No,,,,10.0,20.0,20.0,4.0,5.0,1,1,0,0,1,0,0,0,0,0,1.0,0.99947673,0.9985356,0.99933743,19.01,0.99855053,18.01,0.9989311,18.01,0.99701005,0,-1,1.0526308,0,0.85,0.59,0.72,0.66,0.48,0.57,70,0,1,0,5,0,0,1,8,8-0.18-0.2,0.001506283,7.272062,0.54,19.4,0,0,1,31,1,1.111111,20,1.111111,0.105360456,0.027835052,-3.5814593
65,1,0,100,20,0,19.0,0,19,0,5.0,0,15.0,0,27,27,100,0.16,0.2,9.0,17.0,Yes,I feel that saving is the best way to go if could make more later,,20.0,5.0,6.0,125.0,Female,15.0,150.0,100.0,9000.0,400000.0,242.0,No,,,No,No,Sophomore,Chemistry,3.4,I study every day and keep up on classes,,Yes,,,,No,,,,,No,No,,No,No,Yes,Yes Im basically able to control my weight,10.0,100.0,24.0,No and I dont want one.,,,,No,,,,10.0,20.0,20.0,4.0,5.0,1,1,0,0,1,0,0,0,0,0,1.0,0.99947673,0.9985356,0.99933743,19.01,0.99855053,18.01,0.9989311,18.01,0.99701005,0,-1,1.0526308,0,0.85,0.59,0.72,0.66,0.48,0.57,98,0,0,1,1,0,1,0,6,6-0.16-0.2,0.00227957,7.272062,0.0,20.0,1,0,0,31,1,1.25,20,1.25,0.22314355,0.0,
65,1,0,100,20,0,19.0,0,19,0,5.0,0,15.0,0,35,35,100,0.2,0.25,9.0,17.0,Yes,I feel that saving is the best way to go if could make more later,,20.0,5.0,6.0,125.0,Female,15.0,150.0,100.0,9000.0,400000.0,242.0,No,,,No,No,Sophomore,Chemistry,3.4,I study every day and keep up on classes,,Yes,,,,No,,,,,No,No,,No,No,Yes,Yes Im basically able to control my weight,10.0,100.0,24.0,No and I dont want one.,,,,No,,,,10.0,20.0,20.0,4.0,5.0,1,1,0,0,1,0,0,0,0,0,1.0,0.99947673,0.9985356,0.99933743,19.01,0.99855053,18.01,0.9989311,18.01,0.99701005,0,-1,1.0526308,0,0.85,0.59,0.72,0.66,0.48,0.57,35,1,0,0,5,0,0,1,7,7-0.2-0.25,0.006395896,7.272062,0.0,25.0,1,0,0,31,1,1.25,25,1.25,0.22314355,0.0,
65,1,0,100,20,0,19.0,0,19,0,5.0,0,15.0,0,25,25,100,0.14,0.2,9.0,17.0,Yes,I feel that saving is the best way to go if could make more later,,20.0,5.0,6.0,125.0,Female,15.0,150.0,100.0,9000.0,400000.0,242.0,No,,,No,No,Sophomore,Chemistry,3.4,I study every day and keep up on classes,,Yes,,,,No,,,,,No,No,,No,No,Yes,Yes Im basically able to control my weight,10.0,100.0,24.0,No and I dont want one.,,,,No,,,,10.0,20.0,20.0,4.0,5.0,1,1,0,0,1,0,0,0,0,0,1.0,0.99947673,0.9985356,0.99933743,19.01,0.99855053,18.01,0.9989311,18.01,0.99701005,0,-1,1.0526308,0,0.85,0.59,0.72,0.66,0.48,0.57,70,0,1,0,1,0,1,0,5,5-0.14-0.2,0.00510836,7.272062,0.0,20.0,1,0,0,31,1,1.4285715,20,1.4285715,0.35667497,0.0,
65,1,3,97,20,0,19.0,0,19,0,5.0,0,15.0,0,13,13,100,0.13,0.2,9.0,17.0,Yes,I feel that saving is the best way to go if could make more later,,20.0,5.0,6.0,125.0,Female,15.0,150.0,100.0,9000.0,400000.0,242.0,No,,,No,No,Sophomore,Chemistry,3.4,I study every day and keep up on classes,,Yes,,,,No,,,,,No,No,,No,No,Yes,Yes Im basically able to control my weight,10.0,100.0,24.0,No and I dont want one.,,,,No,,,,10.0,20.0,20.0,4.0,5.0,1,1,0,0,1,0,0,0,0,0,1.0,0.99947673,0.9985356,0.99933743,19.01,0.99855053,18.01,0.9989311,18.01,0.99701005,0,-1,1.0526308,0,0.85,0.59,0.72,0.66,0.48,0.57,98,0,0,1,0,1,0,0,3,3-0.13-0.2,0.00440542,7.272062,0.39,19.4,0,0,1,31,1,1.5384616,20,1.5384616,0.43078294,0.020103093,-3.9068816
65,1,1,99,20,0,19.0,0,19,0,5.0,0,15.0,0,33,33,100,0.16,0.2,9.0,17.0,Yes,I feel that saving is the best way to go if could make more later,,20.0,5.0,6.0,125.0,Female,15.0,150.0,100.0,9000.0,400000.0,242.0,No,,,No,No,Sophomore,Chemistry,3.4,I study every day and keep up on classes,,Yes,,,,No,,,,,No,No,,No,No,Yes,Yes Im basically able to control my weight,10.0,100.0,24.0,No and I dont want one.,,,,No,,,,10.0,20.0,20.0,4.0,5.0,1,1,0,0,1,0,0,0,0,0,1.0,0.99947673,0.9985356,0.99933743,19.01,0.99855053,18.01,0.9989311,18.01,0.99701005,0,-1,1.0526308,0,0.85,0.59,0.72,0.66,0.48,0.57,35,1,0,0,5,0,0,1,7,7-0.16-0.2,0.006395898,7.272062,0.16,19.800001,0,0,1,31,1,1.25,20,1.25,0.22314355,0.008080808,-4.8182635
65,1,5,95,20,0,19.0,0,19,0,5.0,0,15.0,0,42,42,100,0.16,0.2,9.0,17.0,Yes,I feel that saving is the best way to go if could make more later,,20.0,5.0,6.0,125.0,Female,15.0,150.0,100.0,9000.0,400000.0,242.0,No,,,No,No,Sophomore,Chemistry,3.4,I study every day and keep up on classes,,Yes,,,,No,,,,,No,No,,No,No,Yes,Yes Im basically able to control my weight,10.0,100.0,24.0,No and I dont want one.,,,,No,,,,10.0,20.0,20.0,4.0,5.0,1,1,0,0,1,0,0,0,0,0,1.0,0.99947673,0.9985356,0.99933743,19.01,0.99855053,18.01,0.9989311,18.01,0.99701005,0,-1,1.0526308,0,0.85,0.59,0.72,0.66,0.48,0.57,98,0,0,1,5,0,0,1,9,9-0.16-0.2,0.00227957,7.272062,0.79999995,19.0,0,0,1,31,1,1.25,20,1.25,0.22314355,0.04210526,-3.1675825
65,1,10,90,20,0,19.0,0,19,0,5.0,0,15.0,0,2,2,100,0.18,0.2,9.0,17.0,Yes,I feel that saving is the best way to go if could make more later,,20.0,5.0,6.0,125.0,Female,15.0,150.0,100.0,9000.0,400000.0,242.0,No,,,No,No,Sophomore,Chemistry,3.4,I study every day and keep up on classes,,Yes,,,,No,,,,,No,No,,No,No,Yes,Yes Im basically able to control my weight,10.0,100.0,24.0,No and I dont want one.,,,,No,,,,10.0,20.0,20.0,4.0,5.0,1,1,0,0,1,0,0,0,0,0,1.0,0.99947673,0.9985356,0.99933743,19.01,0.99855053,18.01,0.9989311,18.01,0.99701005,0,-1,1.0526308,0,0.85,0.59,0.72,0.66,0.48,0.57,35,1,0,0,0,1,0,0,1,1-0.18-0.2,0.003014835,7.272062,1.8000001,18.0,0,0,1,31,1,1.111111,20,1.111111,0.105360456,0.1,-2.3025851
65,1,0,100,20,0,19.0,0,19,0,5.0,0,15.0,0,10,10,100,0.2,0.25,9.0,17.0,Yes,I feel that saving is the best way to go if could make more later,,20.0,5.0,6.0,125.0,Female,15.0,150.0,100.0,9000.0,400000.0,242.0,No,,,No,No,Sophomore,Chemistry,3.4,I study every day and keep up on classes,,Yes,,,,No,,,,,No,No,,No,No,Yes,Yes Im basically able to control my weight,10.0,100.0,24.0,No and I dont want one.,,,,No,,,,10.0,20.0,20.0,4.0,5.0,1,1,0,0,1,0,0,0,0,0,1.0,0.99947673,0.9985356,0.99933743,19.01,0.99855053,18.01,0.9989311,18.01,0.99701005,0,-1,1.0526308,0,0.85,0.59,0.72,0.66,0.48,0.57,70,0,1,0,0,1,0,0,2,2-0.2-0.25,0.003192851,7.272062,0.0,25.0,1,0,0,31,1,1.25,25,1.25,0.22314355,0.0,
65,1,4,96,20,0,19.0,0,19,0,5.0,0,15.0,0,19,19,100,0.14,0.2,9.0,17.0,Yes,I feel that saving is the best way to go if could make more later,,20.0,5.0,6.0,125.0,Female,15.0,150.0,100.0,9000.0,400000.0,242.0,No,,,No,No,Sophomore,Chemistry,3.4,I study every day and keep up on classes,,Yes,,,,No,,,,,No,No,,No,No,Yes,Yes Im basically able to control my weight,10.0,100.0,24.0,No and I dont want one.,,,,No,,,,10.0,20.0,20.0,4.0,5.0,1,1,0,0,1,0,0,0,0,0,1.0,0.99947673,0.9985356,0.99933743,19.01,0.99855053,18.01,0.9989311,18.01,0.99701005,0,-1,1.0526308,0,0.85,0.59,0.72,0.66,0.48,0.57,35,1,0,0,1,0,1,0,4,4-0.14-0.2,0.010242815,7.272062,0.56,19.2,0,0,1,31,1,1.4285715,20,1.4285715,0.35667497,0.029166665,-3.5347288
